latitude;longitude;altitude;slope;dvdone;dvrest;cpnumero;cptype;kmdone;kmto;sumcategory
42.579686;1.644548;1660.00;-4;1822;1757;;;41.7;62.8;
42.579571;1.643338;1656.00;-4;1822;1757;;;41.8;62.7;
42.579507;1.64212;1653.00;-4;1822;1757;;;41.9;62.6;
42.579465;1.6409;1649.00;-4;1822;1757;;;42;62.5;
42.579158;1.639768;1645.00;-3;1822;1757;;;42.1;62.4;
42.578753;1.638693;1642.00;-3;1822;1757;;;42.2;62.3;
42.578851;1.637479;1639.00;-3;1822;1757;;;42.3;62.2;
42.578673;1.636306;1636.00;-3;1822;1757;;;42.4;62.1;
42.578367;1.635172;1634.00;-2;1822;1757;;;42.5;62;
42.578235;1.633966;1631.00;-3;1822;1757;;;42.6;61.9;
42.578273;1.632747;1629.00;-3;1822;1757;;;42.7;61.8;
42.578468;1.631555;1626.00;-3;1822;1757;;;42.8;61.7;
42.578526;1.630363;1622.00;-4;1822;1757;;;42.9;61.6;
42.578061;1.629324;1618.00;-4;1822;1757;;;43;61.5;
42.577682;1.628238;1615.00;-3;1822;1757;;;43.1;61.4;
42.577822;1.627038;1611.00;-4;1822;1757;;;43.2;61.3;
42.577509;1.625975;1606.00;-6;1822;1757;;;43.3;61.2;
42.576736;1.625368;1601.00;-5;1822;1757;;;43.4;61.1;
42.57621;1.624392;1596.00;-5;1822;1757;;;43.5;61;
42.575936;1.62323;1592.00;-4;1822;1757;;;43.6;60.9;
42.575465;1.622229;1587.00;-4;1822;1757;;;43.7;60.8;
42.574767;1.621465;1583.00;-5;1822;1757;;;43.8;60.7;
42.574362;1.620385;1578.00;-4;1822;1757;;;43.9;60.6;
42.574139;1.619202;1575.00;-3;1822;1757;;;44;60.5;
42.573612;1.618256;1572.00;-4;1822;1757;;;44.1;60.4;
42.573165;1.617214;1569.00;-2;1823;1756;;;44.2;60.3;
42.572853;1.616069;1568.00;-2;1823;1756;;;44.3;60.2;
42.572533;1.614927;1566.00;-2;1823;1756;;;44.4;60.1;
42.572212;1.613786;1564.00;-2;1823;1756;;;44.5;60;
42.572112;1.612583;1562.00;-2;1823;1756;;;44.6;59.9;
42.571808;1.611473;1561.00;-3;1823;1756;;;44.7;59.8;
42.571506;1.610379;1557.00;-3;1823;1756;;;44.8;59.7;
42.571592;1.609169;1554.00;-5;1823;1756;;;44.9;59.6;
42.571153;1.608147;1546.00;-4;1823;1756;;;45;59.5;
42.570872;1.606993;1545.00;-2;1824;1755;;;45.1;59.4;
42.570641;1.605813;1541.00;-3;1825;1754;;;45.2;59.3;
42.570097;1.604903;1538.00;-3;1825;1754;;;45.3;59.2;
42.569225;1.604628;1536.00;-2;1825;1754;;;45.4;59.1;
42.568536;1.603962;1533.00;-2;1825;1754;;;45.5;59;
42.568154;1.602857;1531.00;-2;1825;1754;;;45.6;58.9;
42.567645;1.601853;1530.00;-1;1825;1754;;;45.7;58.8;
42.567111;1.600872;1529.00;-1;1826;1753;;;45.8;58.7;
42.566659;1.599827;1529.00;0;1826;1753;;;45.9;58.6;
42.566248;1.598741;1530.00;1;1827;1752;16;;46;58.5;
42.565858;1.597641;1530.00;1;1827;1752;;;46.1;58.4;
42.565882;1.596495;1531.00;1;1828;1751;;;46.2;58.3;
42.566197;1.59536;1532.00;1;1829;1750;;;46.3;58.2;
42.566043;1.594232;1533.00;0;1830;1749;;;46.4;58.1;
42.565425;1.593347;1533.00;-1;1830;1749;;;46.5;58;
42.564564;1.593046;1531.00;-3;1830;1749;;;46.6;57.9;
42.564075;1.592054;1526.00;-5;1830;1749;;;46.7;57.8;
42.563759;1.590989;1519.00;-8;1830;1749;;;46.8;57.7;
42.562922;1.590553;1511.00;-7;1830;1749;;;46.9;57.6;
42.562044;1.590389;1504.00;-8;1830;1749;;;47;57.5;
42.561152;1.590237;1495.00;-10;1830;1749;;;47.1;57.4;
42.560298;1.589893;1484.00;-10;1830;1749;;;47.2;57.3;
42.559507;1.589328;1472.00;-10;1830;1749;;;47.3;57.2;
42.558619;1.589173;1458.00;-10;1830;1749;;;47.4;57.1;
42.557779;1.588746;1449.00;-10;1830;1749;;;47.5;57;
42.556884;1.588653;1439.00;-10;1830;1749;;;47.6;56.9;
42.55599;1.58866;1428.00;-9;1830;1749;;;47.7;56.8;
42.555107;1.58853;1421.00;-6;1830;1749;;;47.8;56.7;
42.55421;1.588514;1415.00;-6;1830;1749;;;47.9;56.6;
42.553319;1.588661;1410.00;-4;1830;1749;;;48;56.5;
42.552514;1.589171;1406.00;-3;1830;1749;;;48.1;56.4;
42.55188;1.590034;1404.00;-1;1830;1749;;;48.2;56.3;
42.551131;1.590692;1403.00;-1;1830;1749;;;48.3;56.2;
42.550315;1.591095;1403.00;0;1830;1749;;;48.4;56.1;
42.549445;1.5914;1403.00;0;1830;1749;;;48.5;56;
42.548565;1.591648;1402.00;0;1830;1749;;;48.6;55.9;
42.547673;1.591795;1402.00;0;1831;1748;;;48.7;55.8;
42.546784;1.591644;1402.00;-1;1831;1748;;;48.8;55.7;
42.545916;1.591344;1401.00;-1;1831;1748;;;48.9;55.6;
42.545036;1.591532;1400.00;-2;1831;1748;;;49;55.5;
42.544167;1.591826;1397.00;-3;1831;1748;;;49.1;55.4;
42.543299;1.591537;1394.00;-3;1831;1748;;;49.2;55.3;
42.542403;1.591532;1391.00;-4;1831;1748;;;49.3;55.2;
42.541549;1.591849;1386.00;-5;1831;1748;;;49.4;55.1;
42.54075;1.592258;1380.00;-7;1831;1748;;;49.5;55;
42.539933;1.591778;1373.00;-6;1831;1748;;;49.6;54.9;
42.539034;1.591733;1368.00;-6;1831;1748;;;49.7;54.8;
42.538163;1.5915;1362.00;-7;1831;1748;;;49.8;54.7;
42.537592;1.590584;1354.00;-7;1831;1748;;;49.9;54.6;
42.537109;1.589554;1348.00;-4;1831;1748;;;50;54.5;
42.536387;1.588874;1344.00;-4;1833;1746;;;50.1;54.4;
42.53554;1.588463;1339.00;-10;1834;1745;;;50.2;54.3;
42.534901;1.587662;1325.00;-8;1834;1745;;;50.3;54.2;
42.534362;1.586687;1319.00;-6;1834;1745;;;50.4;54.1;
42.533783;1.585775;1312.00;-6;1834;1745;17;;50.5;54;
42.533184;1.584898;1306.00;-5;1834;1745;;;50.6;53.9;
42.532493;1.584121;1303.00;-5;1835;1744;;;50.7;53.8;
42.531893;1.583219;1296.00;-5;1836;1743;;;50.8;53.7;
42.531684;1.582051;1292.00;-6;1838;1741;;;50.9;53.6;
42.531724;1.580832;1288.00;-7;1839;1740;;;51;53.5;
42.531836;1.579736;1279.00;-8;1839;1740;;;51.1;53.4;
42.531794;1.578581;1273.00;-4;1839;1740;;;51.2;53.3;
42.531737;1.577363;1271.00;-2;1840;1739;;;51.3;53.2;
42.531573;1.576165;1264.00;-4;1841;1738;;;51.4;53.1;
42.531323;1.574995;1264.00;-3;1848;1731;;;51.5;53;
42.530813;1.573998;1255.00;-6;1854;1725;;;51.6;52.9;
42.530055;1.573377;1250.00;-2;1864;1715;;;51.7;52.8;
42.52939;1.572613;1253.00;-10;1869;1710;;;51.8;52.7;
42.529472;1.571497;1230.00;-10;1874;1705;;;51.9;52.6;
42.529968;1.570505;1225.00;-3;1874;1705;;;52;52.5;
42.530772;1.570639;1222.00;-1;1874;1705;18;;52.1;52.4;
42.53163;1.570988;1222.00;0;1875;1704;;;52.2;52.3;
42.532452;1.571477;1223.00;2;1876;1703;;;52.3;52.2;
42.532945;1.572491;1226.00;3;1878;1701;;;52.4;52.1;
42.533505;1.573411;1230.00;7;1882;1697;;;52.5;52;
42.533693;1.572491;1241.00;9;1893;1686;;;52.6;51.9;
42.533858;1.571781;1250.00;9;1903;1676;;;52.7;51.8;
42.533432;1.570797;1258.00;9;1911;1668;19;;52.8;51.7;
42.533257;1.569819;1270.00;9;1922;1657;;;52.9;51.6;
42.532431;1.569568;1281.00;9;1933;1646;;;53;51.5;
42.532299;1.568913;1290.00;8;1942;1637;;;53.1;51.4;
42.533031;1.568369;1299.00;8;1952;1627;;;53.2;51.3;
42.532178;1.568046;1305.00;5;1958;1621;;;53.3;51.2;
42.531462;1.567419;1311.00;6;1963;1616;;;53.4;51.1;
42.531625;1.566255;1317.00;6;1969;1610;;;53.5;51;
42.532055;1.565238;1324.00;9;1976;1603;;;53.6;50.9;
42.531453;1.564694;1337.00;9;1989;1590;;;53.7;50.8;
42.532222;1.564374;1349.00;9;2001;1578;;;53.8;50.7;
42.531972;1.564179;1365.00;9;2017;1562;;;53.9;50.6;
42.531412;1.563231;1375.00;9;2027;1552;;;54;50.5;
42.53152;1.562949;1391.00;9;2043;1536;;;54.1;50.4;
42.532349;1.563192;1404.00;9;2057;1522;;;54.2;50.3;
42.532884;1.562258;1417.00;9;2070;1509;;;54.3;50.2;
42.533258;1.561403;1429.00;9;2081;1498;;;54.4;50.1;
42.532545;1.562043;1442.00;9;2094;1485;;;54.5;50;
42.532276;1.561894;1454.00;9;2106;1473;;;54.6;49.9;
42.532269;1.561553;1464.00;9;2117;1462;;;54.7;49.8;
42.531688;1.560881;1476.00;9;2129;1450;;;54.8;49.7;
42.531228;1.559902;1484.00;7;2137;1442;;;54.9;49.6;
42.531804;1.560215;1492.00;8;2144;1435;;;55;49.5;
42.532263;1.559811;1503.00;9;2155;1424;;;55.1;49.4;
42.532747;1.559142;1514.00;9;2166;1413;;;55.2;49.3;
42.533166;1.558941;1527.00;9;2179;1400;;;55.3;49.2;
42.532298;1.558677;1532.00;6;2185;1394;;;55.4;49.1;
42.531406;1.558529;1540.00;9;2192;1387;;;55.5;49;
42.530601;1.55823;1550.00;9;2202;1377;;;55.6;48.9;
42.530379;1.558045;1560.00;9;2213;1366;;;55.7;48.8;
42.53114;1.557676;1571.00;9;2223;1356;;;55.8;48.7;
42.531219;1.556925;1580.00;9;2232;1347;;;55.9;48.6;
42.531547;1.556453;1592.00;9;2244;1335;;;56;48.5;
42.531509;1.555833;1603.00;9;2255;1324;;;56.1;48.4;
42.532122;1.556546;1611.00;9;2264;1315;;;56.2;48.3;
42.531856;1.555582;1620.00;7;2272;1307;;;56.3;48.2;
42.531351;1.554637;1626.00;6;2278;1301;;;56.4;48.1;
42.530464;1.55446;1632.00;6;2284;1295;;;56.5;48;
42.529614;1.554121;1639.00;8;2291;1288;;;56.6;47.9;
42.529215;1.553485;1646.00;7;2299;1280;;;56.7;47.8;
42.530061;1.553689;1651.00;4;2303;1276;;;56.8;47.7;
42.530925;1.553402;1654.00;3;2307;1272;;;56.9;47.6;
42.531742;1.553826;1657.00;2;2309;1270;;;57;47.5;
42.532345;1.554709;1659.00;4;2312;1267;;;57.1;47.4;
42.532884;1.554773;1667.00;6;2319;1260;;;57.2;47.3;
42.532235;1.553966;1670.00;4;2323;1256;;;57.3;47.2;
42.531774;1.55292;1675.00;5;2327;1252;;;57.4;47.1;
42.530993;1.552402;1681.00;6;2333;1246;;;57.5;47;
42.530121;1.552291;1688.00;7;2340;1239;;;57.6;46.9;
42.529497;1.551426;1695.00;7;2347;1232;;;57.7;46.8;
42.528648;1.551082;1701.00;7;2353;1226;;;57.8;46.7;
42.527904;1.551632;1708.00;9;2360;1219;;;57.9;46.6;
42.527418;1.551617;1721.00;9;2373;1206;;;58;46.5;
42.527745;1.550546;1732.00;9;2384;1195;;;58.1;46.4;
42.528495;1.549918;1742.00;9;2395;1184;;;58.2;46.3;
42.529363;1.549662;1751.00;9;2404;1175;;;58.3;46.2;
42.530136;1.550204;1761.00;9;2413;1166;;;58.4;46.1;
42.530353;1.549994;1775.00;9;2428;1151;;;58.5;46;
42.529702;1.54918;1783.00;7;2435;1144;;;58.6;45.9;
42.528898;1.548693;1791.00;8;2443;1136;;;58.7;45.8;
42.528076;1.54841;1798.00;6;2450;1129;;;58.8;45.7;
42.527256;1.548852;1802.00;3;2455;1124;;;58.9;45.6;
42.52755;1.548264;1804.00;0;2456;1123;;;59;45.5;
42.528011;1.547228;1802.00;-2;2456;1123;;;59.1;45.4;
42.52847;1.546179;1800.00;-3;2456;1123;;;59.2;45.3;
42.529294;1.545837;1796.00;-4;2456;1123;20;summit;59.3;45.2;1
42.530174;1.546021;1791.00;-5;2456;1123;;;59.4;45.1;
42.531049;1.546056;1785.00;-5;2456;1123;;;59.5;45;
42.531865;1.545547;1781.00;-5;2456;1123;;;59.6;44.9;
42.532753;1.545545;1775.00;-5;2456;1123;;;59.7;44.8;
42.533647;1.545649;1771.00;-4;2456;1123;;;59.8;44.7;
42.534545;1.545594;1767.00;-6;2456;1123;;;59.9;44.6;
42.535278;1.546229;1761.00;-5;2456;1123;;;60;44.5;
42.535915;1.547086;1757.00;-4;2456;1123;;;60.1;44.4;
42.536717;1.547621;1753.00;-4;2456;1123;;;60.2;44.3;
42.537417;1.548355;1748.00;-5;2456;1123;;;60.3;44.2;
42.538017;1.549084;1740.00;-10;2456;1123;;;60.4;44.1;
42.53757;1.548068;1730.00;-8;2456;1123;;;60.5;44;
42.537062;1.547064;1723.00;-7;2456;1123;;;60.6;43.9;
42.536462;1.546166;1716.00;-8;2456;1123;;;60.7;43.8;
42.536321;1.54503;1707.00;-9;2456;1123;;;60.8;43.7;
42.536269;1.543854;1699.00;-8;2456;1123;;;60.9;43.6;
42.53603;1.54272;1688.00;-9;2456;1123;;;61;43.5;
42.535134;1.542699;1682.00;-5;2456;1123;;;61.1;43.4;
42.534241;1.542554;1676.00;-5;2456;1123;;;61.2;43.3;
42.533361;1.542307;1671.00;-5;2456;1123;;;61.3;43.2;
42.532545;1.541815;1666.00;-9;2456;1123;;;61.4;43.1;
42.532867;1.541537;1654.00;-9;2456;1123;;;61.5;43;
42.533709;1.541203;1647.00;-7;2456;1123;;;61.6;42.9;
42.534517;1.540749;1640.00;-7;2456;1123;;;61.7;42.8;
42.535406;1.540784;1633.00;-7;2456;1123;;;61.8;42.7;
42.53626;1.540428;1625.00;-7;2456;1123;;;61.9;42.6;
42.537112;1.54006;1619.00;-8;2456;1123;;;62;42.5;
42.537594;1.540754;1609.00;-6;2456;1123;;;62.1;42.4;
42.538072;1.541787;1605.00;-8;2456;1123;;;62.2;42.3;
42.538365;1.542021;1593.00;-9;2456;1123;;;62.3;42.2;
42.538092;1.540871;1587.00;-6;2456;1123;;;62.4;42.1;
42.538125;1.539651;1582.00;-6;2456;1123;;;62.5;42;
42.537676;1.538663;1576.00;-6;2456;1123;;;62.6;41.9;
42.536784;1.538664;1570.00;-6;2456;1123;;;62.7;41.8;
42.535987;1.538108;1564.00;-5;2456;1123;;;62.8;41.7;
42.535132;1.537777;1559.00;-6;2456;1123;;;62.9;41.6;
42.535282;1.536597;1552.00;-10;2456;1123;;;63;41.5;
42.534804;1.536088;1537.00;-10;2456;1123;;;63.1;41.4;
42.535598;1.536167;1525.00;-10;2456;1123;;;63.2;41.3;
42.53556;1.535005;1515.00;-10;2456;1123;;;63.3;41.2;
42.534808;1.534384;1504.00;-9;2456;1123;;;63.4;41.1;
42.534688;1.533179;1497.00;-7;2456;1123;;;63.5;41;
42.534559;1.531975;1490.00;-8;2456;1123;;;63.6;40.9;
42.534148;1.530901;1482.00;-9;2456;1123;;;63.7;40.8;
42.533691;1.530095;1468.00;-10;2456;1123;;;63.8;40.7;
42.53291;1.53063;1459.00;-8;2456;1123;;;63.9;40.6;
42.532335;1.531564;1453.00;-8;2456;1123;;;64;40.5;
42.531898;1.531915;1441.00;-10;2456;1123;;;64.1;40.4;
42.53237;1.530882;1433.00;-7;2456;1123;;;64.2;40.3;
42.532849;1.529857;1426.00;-7;2456;1123;;;64.3;40.2;
42.533514;1.529037;1419.00;-7;2456;1123;;;64.4;40.1;
42.534128;1.528154;1412.00;-9;2456;1123;;;64.5;40;
42.534886;1.528399;1402.00;-7;2456;1123;;;64.6;39.9;
42.535459;1.529308;1396.00;-6;2456;1123;;;64.7;39.8;
42.535929;1.530278;1390.00;-8;2456;1123;;;64.8;39.7;
42.536589;1.530885;1381.00;-10;2456;1123;;;64.9;39.6;
42.536499;1.530228;1369.00;-9;2456;1123;;;65;39.5;
42.536137;1.529156;1361.00;-7;2456;1123;;;65.1;39.4;
42.535752;1.528075;1353.00;-7;2456;1123;;;65.2;39.3;
42.535224;1.527146;1344.00;-10;2456;1123;;;65.3;39.2;
42.535935;1.5278;1336.00;-8;2456;1123;;;65.4;39.1;
42.536602;1.528582;1325.00;-8;2456;1123;;;65.5;39;
42.537247;1.529387;1321.00;-5;2456;1123;;;65.6;38.9;
42.537947;1.530146;1316.00;-5;2456;1123;21;;65.7;38.8;
42.538226;1.529522;1311.00;-5;2456;1123;;;65.8;38.7;
42.538138;1.528331;1307.00;-3;2456;1123;;;65.9;38.6;
42.538201;1.527123;1304.00;-3;2456;1123;;;66;38.5;
42.538163;1.525981;1302.00;-3;2456;1123;;;66.1;38.4;
42.538892;1.525281;1299.00;-2;2456;1123;;;66.2;38.3;
42.539595;1.524525;1297.00;-2;2456;1123;;;66.3;38.2;
42.54037;1.523922;1294.00;-2;2456;1123;;;66.4;38.1;
42.541113;1.523262;1292.00;-2;2456;1123;;;66.5;38;
42.541936;1.522833;1291.00;-1;2456;1123;;;66.6;37.9;
42.542829;1.522942;1290.00;0;2456;1123;;;66.7;37.8;
42.543668;1.523372;1290.00;0;2456;1123;;;66.8;37.7;
42.544518;1.523754;1290.00;0;2456;1123;;;66.9;37.6;
42.545358;1.52419;1290.00;-1;2456;1123;22;;67;37.5;
42.546198;1.524625;1288.00;-2;2456;1123;;;67.1;37.4;
42.547083;1.524682;1286.00;-3;2456;1123;;;67.2;37.3;
42.547934;1.524919;1283.00;-4;2456;1123;;;67.3;37.2;
42.548757;1.525358;1278.00;-4;2456;1123;;;67.4;37.1;
42.549609;1.525739;1275.00;-3;2456;1123;;;67.5;37;
42.550431;1.52623;1271.00;-4;2456;1123;;;67.6;36.9;
42.551232;1.526769;1267.00;-4;2456;1123;;;67.7;36.8;
42.551973;1.526649;1263.00;-2;2456;1123;;;67.8;36.7;
42.552623;1.52749;1263.00;0;2456;1123;;;67.9;36.6;
42.553315;1.528265;1263.00;1;2457;1122;;;68;36.5;
42.554104;1.528846;1265.00;2;2459;1120;;;68.1;36.4;
42.55484;1.529533;1268.00;3;2461;1118;;;68.2;36.3;
42.555324;1.530558;1271.00;4;2465;1114;;;68.3;36.2;
42.555689;1.531655;1276.00;5;2470;1109;23;sprint;68.4;36.1;
42.555537;1.532855;1283.00;8;2477;1102;;;68.5;36;
42.554798;1.532496;1291.00;5;2484;1095;;;68.6;35.9;
42.553989;1.53199;1294.00;6;2488;1091;;;68.7;35.8;
42.553873;1.53272;1301.00;6;2495;1084;24;;68.8;35.7;
42.55385;1.533838;1308.00;7;2502;1077;;;68.9;35.6;
42.553163;1.533083;1315.00;6;2509;1070;;;69;35.5;
42.552328;1.532668;1322.00;7;2515;1064;;;69.1;35.4;
42.551968;1.531562;1329.00;6;2523;1056;;;69.2;35.3;
42.551449;1.530638;1337.00;8;2531;1048;;;69.3;35.2;
42.551109;1.529619;1345.00;8;2538;1041;;;69.4;35.1;
42.550771;1.528515;1354.00;9;2548;1031;;;69.5;35;
42.550412;1.529388;1368.00;8;2562;1017;;;69.6;34.9;
42.55052;1.530574;1374.00;7;2568;1011;;;69.7;34.8;
42.55052;1.53179;1382.00;8;2576;1003;;;69.8;34.7;
42.550627;1.532976;1389.00;8;2583;996;;;69.9;34.6;
42.550744;1.534151;1397.00;8;2591;988;;;70;34.5;
42.55085;1.535342;1404.00;6;2598;981;;;70.1;34.4;
42.551334;1.536368;1410.00;5;2603;976;;;70.2;34.3;
42.551699;1.53746;1415.00;5;2609;970;;;70.3;34.2;
42.551929;1.53864;1419.00;5;2613;966;;;70.4;34.1;
42.552282;1.539741;1425.00;5;2619;960;;;70.5;34;
42.552976;1.540516;1430.00;6;2624;955;;;70.6;33.9;
42.553811;1.540882;1437.00;8;2631;948;;;70.7;33.8;
42.554556;1.54114;1445.00;8;2639;940;;;70.8;33.7;
42.555327;1.541083;1455.00;9;2649;930;;;70.9;33.6;
42.555613;1.54224;1462.00;7;2656;923;;;71;33.5;
42.555796;1.543431;1469.00;8;2663;916;;;71.1;33.4;
42.556093;1.544548;1477.00;8;2671;908;;;71.2;33.3;
42.556265;1.545646;1484.00;9;2678;901;;;71.3;33.2;
42.556419;1.546217;1495.00;9;2689;890;;;71.4;33.1;
42.555812;1.546033;1505.00;9;2699;880;;;71.5;33;
42.556341;1.546956;1511.00;8;2705;874;;;71.6;32.9;
42.556923;1.547734;1520.00;8;2714;865;;;71.7;32.8;
42.557586;1.548524;1527.00;9;2721;858;;;71.8;32.7;
42.557632;1.549249;1541.00;9;2734;845;;;71.9;32.6;
42.556976;1.548527;1549.00;8;2742;837;;;72;32.5;
42.556111;1.548198;1556.00;8;2750;829;;;72.1;32.4;
42.555407;1.54754;1563.00;7;2757;822;;;72.2;32.3;
42.554925;1.546518;1570.00;8;2763;816;;;72.3;32.2;
42.554439;1.545719;1578.00;8;2772;807;;;72.4;32.1;
42.554466;1.544514;1585.00;8;2779;800;;;72.5;32;
42.553839;1.544272;1594.00;8;2788;791;;;72.6;31.9;
42.553077;1.544381;1601.00;7;2794;785;;;72.7;31.8;
42.552416;1.543773;1607.00;6;2800;779;;;72.8;31.7;
42.551531;1.543789;1613.00;7;2806;773;;;72.9;31.6;
42.55087;1.543392;1620.00;6;2813;766;;;73;31.5;
42.550257;1.542568;1624.00;7;2818;761;;;73.1;31.4;
42.549587;1.542086;1632.00;6;2826;753;;;73.2;31.3;
42.549365;1.540975;1639.00;9;2833;746;;;73.3;31.2;
42.549356;1.5421;1650.00;7;2844;735;;;73.4;31.1;
42.549705;1.543102;1657.00;7;2851;728;;;73.5;31;
42.55038;1.54357;1664.00;7;2858;721;;;73.6;30.9;
42.550565;1.544733;1671.00;6;2864;715;;;73.7;30.8;
42.551428;1.544965;1676.00;6;2870;709;;;73.8;30.7;
42.551978;1.545799;1683.00;7;2876;703;;;73.9;30.6;
42.552427;1.54685;1690.00;7;2883;696;;;74;30.5;
42.552957;1.547811;1696.00;7;2890;689;;;74.1;30.4;
42.553575;1.54863;1703.00;8;2897;682;;;74.2;30.3;
42.554002;1.549674;1711.00;7;2905;674;;;74.3;30.2;
42.554303;1.550815;1717.00;7;2911;668;;;74.4;30.1;
42.554845;1.551788;1724.00;6;2918;661;;;74.5;30;
42.55503;1.552894;1730.00;6;2924;655;;;74.6;29.9;
42.554824;1.554078;1737.00;8;2931;648;;;74.7;29.8;
42.554857;1.555281;1745.00;8;2939;640;;;74.8;29.7;
42.555495;1.555736;1752.00;8;2946;633;;;74.9;29.6;
42.556174;1.556126;1761.00;8;2954;625;;;75;29.5;
42.556103;1.557297;1768.00;6;2961;618;;;75.1;29.4;
42.556142;1.558509;1773.00;5;2967;612;;;75.2;29.3;
42.556021;1.559717;1779.00;5;2972;607;;;75.3;29.2;
42.555937;1.560932;1783.00;5;2977;602;;;75.4;29.1;
42.555766;1.562039;1792.00;9;2986;593;;;75.5;29;
42.555604;1.560944;1801.00;8;2995;584;;;75.6;28.9;
42.555059;1.560065;1809.00;6;3003;576;;;75.7;28.8;
42.55485;1.558889;1814.00;6;3008;571;;;75.8;28.7;
42.554443;1.557831;1821.00;6;3014;565;;;75.9;28.6;
42.553739;1.557078;1826.00;6;3020;559;;;76;28.5;
42.553221;1.556094;1831.00;5;3025;554;;;76.1;28.4;
42.552908;1.55496;1837.00;5;3031;548;;;76.2;28.3;
42.552917;1.553748;1841.00;5;3035;544;;;76.3;28.2;
42.552697;1.552589;1846.00;8;3040;539;;;76.4;28.1;
42.552225;1.552231;1859.00;9;3052;527;;;76.5;28;
42.552246;1.553277;1867.00;8;3061;518;;;76.6;27.9;
42.551981;1.554426;1875.00;8;3069;510;;;76.7;27.8;
42.552037;1.555639;1882.00;7;3076;503;;;76.8;27.7;
42.552283;1.556807;1889.00;7;3082;497;;;76.9;27.6;
42.552605;1.557906;1896.00;8;3090;489;;;77;27.5;
42.55263;1.559117;1904.00;8;3098;481;;;77.1;27.4;
42.552212;1.560193;1913.00;8;3106;473;;;77.2;27.3;
42.552039;1.561374;1921.00;7;3114;465;;;77.3;27.2;
42.551913;1.562579;1928.00;8;3122;457;;;77.4;27.1;
42.552109;1.563731;1938.00;9;3132;447;;;77.5;27;
42.552621;1.564733;1946.00;8;3140;439;;;77.6;26.9;
42.553159;1.565694;1954.00;7;3148;431;;;77.7;26.8;
42.553514;1.566813;1961.00;7;3155;424;;;77.8;26.7;
42.554118;1.567698;1967.00;6;3161;418;;;77.9;26.6;
42.554678;1.568621;1973.00;6;3167;412;;;78;26.5;
42.554997;1.569763;1979.00;5;3173;406;;;78.1;26.4;
42.55538;1.570865;1983.00;3;3176;403;;;78.2;26.3;
42.556081;1.571605;1985.00;2;3179;400;;;78.3;26.2;
42.555937;1.572734;1985.00;-2;3180;399;;;78.4;26.1;
42.556409;1.573722;1982.00;-3;3180;399;;;78.5;26;
42.556983;1.574661;1978.00;-4;3180;399;;;78.6;25.9;
42.557486;1.575657;1973.00;-7;3180;399;25;summit;78.7;25.8;1
42.558355;1.575752;1966.00;-7;3180;399;;;78.8;25.7;
42.559227;1.575463;1958.00;-7;3180;399;;;78.9;25.6;
42.560073;1.575056;1952.00;-7;3180;399;;;79;25.5;
42.560929;1.574733;1944.00;-9;3180;399;;;79.1;25.4;
42.561806;1.574905;1936.00;-6;3180;399;;;79.2;25.3;
42.562661;1.574545;1930.00;-6;3180;399;;;79.3;25.2;
42.563526;1.574237;1924.00;-6;3180;399;;;79.4;25.1;
42.563966;1.575178;1920.00;-3;3180;399;;;79.5;25;
42.564516;1.576041;1918.00;0;3180;399;;;79.6;24.9;
42.56535;1.576443;1919.00;1;3181;398;;;79.7;24.8;
42.566079;1.577147;1921.00;3;3183;396;;;79.8;24.7;
42.566482;1.578206;1925.00;4;3187;392;;;79.9;24.6;
42.566513;1.579425;1930.00;5;3192;387;;;80;24.5;
42.566549;1.580645;1934.00;4;3195;384;;;80.1;24.4;
42.566582;1.581862;1938.00;5;3200;379;;;80.2;24.3;
42.566809;1.583043;1943.00;4;3204;375;;;80.3;24.2;
42.567021;1.584229;1947.00;5;3209;370;;;80.4;24.1;
42.567589;1.585104;1951.00;4;3213;366;;;80.5;24;
42.568307;1.585819;1954.00;2;3216;363;;;80.6;23.9;
42.56886;1.586762;1955.00;0;3217;362;;;80.7;23.8;
42.569345;1.587758;1954.00;-2;3217;362;;;80.8;23.7;
42.570147;1.587354;1951.00;-4;3217;362;;;80.9;23.6;
42.570973;1.586871;1946.00;-5;3217;362;;;81;23.5;
42.571839;1.586545;1941.00;-6;3217;362;;;81.1;23.4;
42.572721;1.586515;1934.00;-7;3217;362;;;81.2;23.3;
42.573601;1.58643;1923.00;-10;3217;362;;;81.3;23.2;
42.572913;1.587013;1911.00;-8;3217;362;;;81.4;23.1;
42.572159;1.587679;1904.00;-7;3217;362;;;81.5;23;
42.571431;1.588396;1898.00;-8;3217;362;;;81.6;22.9;
42.57058;1.588566;1888.00;-8;3217;362;;;81.7;22.8;
42.569875;1.589304;1882.00;-6;3217;362;;;81.8;22.7;
42.569379;1.590321;1876.00;-6;3217;362;;;81.9;22.6;
42.568809;1.59121;1868.00;-8;3217;362;;;82;22.5;
42.569471;1.590642;1862.00;-5;3217;362;;;82.1;22.4;
42.570056;1.589724;1856.00;-6;3217;362;;;82.2;22.3;
42.570875;1.589836;1850.00;-6;3217;362;;;82.3;22.2;
42.571575;1.590563;1845.00;-5;3217;362;;;82.4;22.1;
42.572277;1.591219;1839.00;-7;3217;362;;;82.5;22;
42.5728;1.591795;1832.00;-6;3217;362;;;82.6;21.9;
42.572432;1.592893;1828.00;-4;3217;362;;;82.7;21.8;
42.572215;1.594048;1824.00;-4;3217;362;;;82.8;21.7;
